"","","","f1"
"1372",2.97,0.87,3.89229816339745
"1373",0.77,0.54,1.55699816339745
"1374",2.36,-0.54,-3.14379816339745
"1375",2.39,0.67,3.20429816339745
"1376",-0.82,-0.22,-0.00925933170438144
"1377",1.75,-0.77,-2.46249816339745
"1378",0.95,-0.51,-1.73529816339745
"1379",-0.49,0.27,0.255349118834073
"1380",-0.76,0.42,0.388098951985867
"1381",0.6,-0.17,-1.27649816339745
"1382",2.17,-0.15,-2.83289816339745
"1383",1.53,0.79,2.39949816339745
"1384",2.74,-0.65,-3.50289816339745
"1385",2.78,0.75,3.62789816339745
"1386",-0.44,-0.41,-0.364774343052124
"1387",1.11,-0.29,-1.85129816339745
"1388",0.05,0.52,0.835798163397448
"1389",1.85,0.2,2.72539816339745
"1390",0.31,-0.56,-1.09179816339745
"1391",0.51,0.9,1.45539816339745
"1392",-0.85,-0.07,0.0834387564103341
"1393",0.26,-0.78,-0.966998163397448
"1394",1.9,0.82,2.78779816339745
"1395",1.65,0.78,2.51379816339745
"1396",1.12,0.23,1.97829816339745
"1397",2.01,0.33,2.82429816339745
"1398",1.18,0.29,2.00949816339745
"1399",2.22,-0.28,-2.95699816339745
"1400",1.13,-0.52,-1.91499816339745
"1401",-0.46,0.49,0.438097005960751
"1402",-0.54,0.05,0.0479547928475496
"1403",0.12,0.61,0.917498163397448
"1404",3.13,0.76,3.98299816339745
"1405",1.35,0.82,2.23779816339745
"1406",1.86,0.3,2.68539816339745
"1407",-0.53,0.6,0.513970702245897
"1408",3.14,0.59,3.93349816339745
"1409",-0.77,0.37,0.349487721717892
"1410",1.79,0.76,2.64299816339745
"1411",1.37,-0.32,-2.12299816339745
"1412",-0.75,-0.45,-0.129852534362087
"1413",2.19,-0.5,-2.97539816339745
"1414",1.42,-0.17,-2.09649816339745
"1415",1.54,0.77,2.39829816339745
"1416",1.45,0.15,2.35789816339745
"1417",0.56,-0.36,-1.32579816339745
"1418",0.12,-0.75,-0.842898163397448
"1419",2.97,0.57,3.76029816339745
"1420",2.73,0.51,3.51549816339745
"1421",1.75,-0.43,-2.53049816339745
"1422",1.16,0.49,1.94549816339745
"1423",2.17,0.52,2.95579816339745
"1424",1.74,-0.77,-2.45249816339745
"1425",3.12,-0.42,-3.89899816339745
"1426",2.12,-0.16,-2.78979816339745
"1427",-0.58,-0.16,-0.124248104652503
"1428",3.27,0.24,4.12299816339745
"1429",-0.08,-0.43,-0.689504989701441
"1430",3.12,-0.72,-3.85699816339745
"1431",1.33,-0.24,-2.04779816339745
"1432",1.29,0.55,2.07789816339745
"1433",-0.06,-0.17,-0.513529419943626
"1434",2.14,-0.23,-2.85249816339745
"1435",1.89,-0.23,-2.60249816339745
"1436",2.21,-0.78,-2.91699816339745
"1437",0.55,0.4,1.34539816339745
"1438",2.21,0.68,3.02779816339745
"1439",1.76,-0.36,-2.52579816339745
"1440",0.04,-0.25,-0.762898163397448
"1441",3.05,-0.3,-3.79539816339745
"1442",-0.42,-0.13,-0.146444544154668
"1443",0.05,-0.77,-0.762498163397448
"1444",0.45,0.44,1.23899816339745
"1445",-0.46,-0.76,-0.362427213504971
"1446",0.47,-0.62,-1.24099816339745
"1447",1.32,0.75,2.16789816339745
"1448",2.45,-0.87,-3.09849816339745
"1449",0.11,-0.34,-0.869798163397448
"1450",2.8,0.74,3.64299816339745
"1451",-0.27,-0.6,-0.549022566314817
"1452",0.57,-0.56,-1.35179816339745
"1453",0.78,-0.39,-1.55329816339745
"1454",1.83,0.15,2.73789816339745
"1455",1.86,0.71,2.68949816339745
"1456",1.67,-0.15,-2.33289816339745
"1457",1.03,0.37,1.83229816339745
"1458",3.12,0.75,3.96789816339745
"1459",0.88,0.2,1.75539816339745
"1460",1.8,-0.68,-2.55299816339745
"1461",0,0.55,0.787898163397448
"1462",2.83,0.49,3.61549816339745
"1463",2.01,-0.48,-2.79499816339745
"1464",-0.05,0.32,0.738917097621445
"1465",0.03,-0.39,-0.803298163397448
"1466",2.07,-0.66,-2.82979816339745
"1467",3.21,0.39,4.00749816339745
"1468",2.9,0.33,3.71429816339745
"1469",2.63,0.88,3.55979816339745
"1470",2.27,-0.44,-3.05179816339745
"1471",0.87,0.27,1.70829816339745
"1472",-0.09,-0.36,-0.646288338139606
"1473",2.25,-0.3,-2.99539816339745
"1474",-0.53,-0.67,-0.325253220505661
"1475",3.2,-0.68,-3.95299816339745
"1476",1.99,0.61,2.78749816339745
"1477",-0.03,0.37,0.761531889954421
"1478",-0.15,0.8,0.791283158594616
"1479",-0.37,-0.56,-0.464155933348384
"1480",0.69,-0.43,-1.47049816339745
"1481",0.46,-0.68,-1.21299816339745
"1482",2.93,-0.69,-3.67929816339745
"1483",2.04,-0.47,-2.82449816339745
"1484",1.25,-0.28,-1.98699816339745
"1485",2.73,-0.9,-3.35539816339745
"1486",3.02,-0.12,-3.66099816339745
"1487",1.29,-0.18,-1.97299816339745
"1488",0.78,0.47,1.56629816339745
"1489",2.87,0.25,3.71789816339745
"1490",0.13,0.65,0.937898163397448
"1491",-0.25,-0.54,-0.559570443294041
"1492",-0.37,-0.49,-0.449022207586153
"1493",1.3,0.47,2.08629816339745
"1494",3.23,-0.81,-3.91929816339745
"1495",0.67,0.43,1.46029816339745
"1496",0.83,0.31,1.65149816339745
"1497",3.31,0.54,4.09699816339745
"1498",0.12,-0.21,-0.821298163397448
"1499",0.63,0.52,1.41579816339745
"1500",1.32,0.24,2.17299816339745
"1501",-0.77,0.23,0.237315625849944
"1502",0.59,-0.83,-1.26649816339745
"1503",2.44,-0.2,-3.13539816339745
"1504",1.85,0.84,2.75099816339745
"1505",1.07,0.63,1.87229816339745
"1506",3.25,-0.38,-4.02099816339745
"1507",1.57,0.48,2.35579816339745
"1508",0.56,0.42,1.35179816339745
"1509",-0.72,0.11,0.127948434333931
"1510",2.76,-0.25,-3.48289816339745
"1511",3.28,0.62,4.07979816339745
"1512",2.27,-0.18,-2.95299816339745
"1513",-0.26,-0.1,-0.134554682452792
"1514",2.85,-0.28,-3.58699816339745
"1515",1.56,-0.19,-2.24929816339745
"1516",1.93,0.25,2.77789816339745
"1517",-0.56,0.48,0.410749579480404
"1518",2.44,0.19,3.32149816339745
"1519",2.33,-0.89,-2.96329816339745
"1520",0.63,-0.13,-1.27849816339745
"1521",0.27,-0.73,-1.00249816339745
"1522",0.36,-0.9,-0.985398163397448
"1523",0.54,0.26,1.38299816339745
"1524",-0.28,-0.14,-0.196873321350374
"1525",2.7,-0.79,-3.40129816339745
"1526",0.27,0.42,1.06179816339745
"1527",0.38,0.21,1.24949816339745
"1528",0.6,-0.2,-1.29539816339745
"1529",2.7,-0.38,-3.47099816339745
"1530",0.16,0.77,1.01829816339745
"1531",-0.05,-0.86,-0.625713345787242
"1532",-0.13,0.26,0.597385521822073
"1533",0.3,-0.47,-1.08449816339745
"1534",1.13,-0.56,-1.91179816339745
"1535",1.03,-0.27,-1.76249816339745
"1536",1.89,-0.54,-2.67379816339745
"1537",0.91,-0.76,-1.62779816339745
"1538",1.99,0.42,2.78179816339745
"1539",0.31,0.45,1.09789816339745
"1540",2.17,0.47,2.95629816339745
"1541",-0.26,0.07,0.184739125483735
"1542",-0.58,0.01,0.0150336351063378
"1543",3.09,0.85,3.99789816339745
"1544",2.35,-0.74,-3.07779816339745
"1545",0.37,-0.89,-1.00329816339745
"1546",3.03,0.18,3.91779816339745
"1547",-0.27,0.73,0.685736903166513
"1548",1.54,0.59,2.33349816339745
"1549",1.95,-0.37,-2.71849816339745
"1550",2.38,-0.77,-3.09249816339745
"1551",0.37,0.79,1.23949816339745
"1552",2.19,0.4,2.98539816339745
"1553",-0.65,-0.39,-0.203633496465181
"1554",3.35,0.56,4.13899816339745
"1555",-0.65,0.29,0.254667045096582
"1556",1.77,0.51,2.55549816339745
"1557",2.92,0.21,3.78949816339745
"1558",-0.62,0.61,0.525364046046171
"1559",3.06,-0.26,-3.78779816339745
"1560",2.87,0.7,3.69539816339745
"1561",1.11,0.39,1.90749816339745
"1562",-0.72,-0.11,-0.0236570531043422
"1563",-0.33,-0.31,-0.374848421890461
"1564",2.1,-0.48,-2.88499816339745
"1565",1.3,0.75,2.14789816339745
"1566",-0.26,-0.03,-0.000663349274497571
"1567",3.09,-0.29,-3.83129816339745
"1568",0.77,0.17,1.66429816339745
"1569",2.03,-0.19,-2.71929816339745
"1570",0.48,-0.34,-1.23979816339745
"1571",3.29,0.54,4.07699816339745
"1572",0.37,0.81,1.25149816339745
"1573",2.67,-0.4,-3.44539816339745
"1574",-0.37,-0.16,-0.194687439292472
"1575",2.49,-0.64,-3.25579816339745
"1576",2.57,-0.82,-3.25299816339745
"1577",1.47,-0.69,-2.21929816339745
"1578",1.87,0.85,2.77789816339745
"1579",0.91,0.32,1.72779816339745
"1580",2.79,0.33,3.60429816339745
"1581",1.61,0.55,2.39789816339745
"1582",2.52,0.84,3.42099816339745
"1583",0.89,0.87,1.81229816339745
"1584",0.41,0.83,1.30429816339745
"1585",1.76,0.19,2.64149816339745
"1586",1.84,0.27,2.67829816339745
"1587",-0.08,-0.57,-0.709964792098106
"1588",-0.58,0.51,0.434798899612023
"1589",1.73,0.49,2.51549816339745
"1590",-0.64,0,0.0196
"1591",0.19,-0.15,-0.852898163397448
"1592",-0.27,-0.78,-0.512885002373468
"1593",1.59,0.44,2.37899816339745
"1594",2.5,0.25,3.34789816339745
"1595",-0.13,-0.65,-0.66017292023957
"1596",3.16,-0.49,-3.94529816339745
"1597",1.06,-0.15,-1.72289816339745
"1598",0.78,-0.67,-1.53649816339745
"1599",2.01,0.79,2.87949816339745
"1600",2.2,0.69,3.02149816339745
"1601",0.64,0.64,1.44499816339745
"1602",-0.19,-0.2,-0.355279070442237
"1603",2.86,-0.23,-3.57249816339745
"1604",1.4,-0.41,-2.17729816339745
"1605",1.77,-0.22,-2.47699816339745
"1606",-0.31,0.14,0.237650176917984
"1607",2.72,0.24,3.57299816339745
"1608",0.24,0.41,1.03349816339745
"1609",-0.84,-0.09,0.0655244932557088
"1610",0.72,0.81,1.60149816339745
"1611",-0.43,-0.73,-0.398667690980031
"1612",1.73,0.11,2.66749816339745
"1613",1.2,-0.48,-1.98499816339745
"1614",1.4,-0.86,-2.05579816339745
"1615",0.56,0.86,1.47499816339745
"1616",2.73,0.33,3.54429816339745
"1617",3.16,0.41,3.95349816339745
"1618",0.9,0.29,1.72949816339745
"1619",1.91,-0.1,-2.53539816339745
"1620",0.19,-0.72,-0.926998163397448
"1621",0.5,0.45,1.28789816339745
"1622",3.15,0.52,3.93579816339745
"1623",2.4,0.42,3.19179816339745
"1624",2.49,0.28,3.32379816339745
"1625",0.97,0.66,1.78099816339745
"1626",-0.54,-0.06,-0.0534517188751928
"1627",2.9,-0.54,-3.68379816339745
"1628",-0.12,-0.03,0.0191174996680381
"1629",2.4,0.11,3.33749816339745
"1630",2.92,0.39,3.71749816339745
"1631",1.54,-0.4,-2.31539816339745
"1632",1.71,-0.61,-2.48329816339745
"1633",-0.17,0.06,0.271868743453823
"1634",2.65,-0.18,-3.33299816339745
"1635",1.29,-0.33,-2.04649816339745
"1636",2.22,-0.77,-2.93249816339745
"1637",-0.12,-0.1,-0.229174131616485
"1638",-0.13,-0.55,-0.665101090397662
"1639",3.23,0.27,4.06829816339745
"1640",1.03,0.13,1.95229816339745
"1641",3.25,0.7,4.07539816339745
"1642",2.11,0.18,2.99779816339745
"1643",0.21,0.8,1.08539816339745
"1644",0.96,0.14,1.87499816339745
"1645",1.75,-0.55,-2.53289816339745
"1646",3.26,-0.39,-4.03329816339745
"1647",3.21,-0.58,-3.98899816339745
"1648",0.36,0.52,1.14579816339745
"1649",3.25,-0.48,-4.03499816339745
"1650",-0.68,0.07,0.0849964797806433
"1651",0.04,0.4,0.835398163397448
"1652",0.96,-0.32,-1.71299816339745
"1653",-0.22,-0.19,-0.312367636122137
"1654",0.39,-0.49,-1.17529816339745
"1655",3.33,0.66,4.14099816339745
"1656",0.89,-0.7,-1.63539816339745
"1657",2.39,-0.67,-3.14649816339745
"1658",0.13,-0.41,-0.907298163397448
"1659",-0.48,-0.65,-0.372482688966203
"1660",-0.35,0.18,0.24883200504946
"1661",0.18,-0.66,-0.939798163397448
"1662",-0.13,-0.58,-0.666241726782656
"1663",-0.04,-0.28,-0.667292348569985
"1664",0.05,-0.41,-0.827298163397448
"1665",0.83,-0.43,-1.61049816339745
"1666",0.26,0.61,1.05749816339745
"1667",1.79,-0.79,-2.49129816339745
"1668",2.9,0.74,3.74299816339745
"1669",2.51,-0.21,-3.21129816339745
"1670",1.61,-0.1,-2.23539816339745
"1671",0.53,0.33,1.34429816339745
"1672",2.88,0.28,3.71379816339745
"1673",-0.5,0.3,0.277114560650762
"1674",1.24,-0.49,-2.02529816339745
"1675",-0.83,0.19,0.236049824949982
"1676",0.64,-0.68,-1.39299816339745
"1677",1.05,0.86,1.96499816339745
"1678",-0.45,-0.38,-0.342712134338228
"1679",2.66,0.54,3.44699816339745
"1680",0.89,0.18,1.77779816339745
"1681",3.26,-0.33,-4.01649816339745
"1682",2.39,-0.4,-3.16539816339745
"1683",0.96,-0.7,-1.70539816339745
"1684",1.37,-0.83,-2.04649816339745
"1685",3.3,-0.28,-4.03699816339745
"1686",2.65,0.7,3.47539816339745
"1687",1.46,0.46,2.24699816339745
"1688",2.22,0.14,3.13499816339745
"1689",1.33,0.79,2.19949816339745
"1690",-0.51,0.49,0.425652226308672
"1691",2.88,-0.81,-3.56929816339745
"1692",-0.31,-0.11,-0.141227160816145
"1693",0.58,0.72,1.41379816339745
"1694",-0.16,-0.81,-0.581839287793708
"1695",3,0.44,3.78899816339745
"1696",1.21,-0.2,-1.90539816339745
"1697",-0.52,-0.61,-0.341499181096897
"1698",1.7,-0.31,-2.44929816339745
"1699",-0.63,-0.04,-0.0144720400668812
"1700",-0.25,-0.68,-0.558843628527576
"1701",0.58,-0.31,-1.32929816339745
"1702",1.85,-0.56,-2.63179816339745
"1703",-0.63,0.31,0.269499546929393
"1704",2.94,-0.29,-3.68129816339745
"1705",1.49,-0.33,-2.24649816339745
"1706",1.12,0.1,2.06539816339745
"1707",-0.44,-0.55,-0.406271358403285
"1708",3.29,0.67,4.10429816339745
"1709",0.94,0.11,1.87749816339745
"1710",-0.73,0.25,0.23875187711886
"1711",3.04,0.34,3.85099816339745
"1712",3.24,-0.3,-3.98539816339745
"1713",0.79,-0.4,-1.56539816339745
"1714",1.63,0.58,2.42179816339745
"1715",2.12,-0.41,-2.89729816339745
"1716",3.04,0.45,3.82789816339745
"1717",0.82,0.77,1.67829816339745
"1718",1.77,0.24,2.62299816339745
"1719",1.32,0.87,2.24229816339745
"1720",0.9,0.19,1.78149816339745
"1721",1.61,-0.36,-2.37579816339745
"1722",0.1,0.8,0.975398163397448
"1723",-0.71,-0.12,-0.0352853303310492
"1724",0.91,0.43,1.70029816339745
"1725",1.06,0.19,1.94149816339745
"1726",0.73,0.46,1.51699816339745
"1727",2.36,0.53,3.14629816339745
"1728",-0.02,0.23,0.814461066447152
"1729",-0.73,0.24,0.23087769750724
"1730",2.53,-0.49,-3.31529816339745
"1731",1.09,-0.56,-1.87179816339745
"1732",-0.06,-0.25,-0.608624875680665
"1733",0.52,-0.88,-1.16099816339745
"1734",-0.55,0.05,0.0480618927410095
"1735",2.47,0.63,3.27229816339745
"1736",0.52,-0.82,-1.20299816339745
"1737",0.19,0.27,1.02829816339745
"1738",1.98,0.24,2.83299816339745
"1739",0.03,0.87,0.952298163397448
"1740",2.8,-0.54,-3.58379816339745
"1741",-0.61,0.51,0.435264235106107
"1742",0.74,-0.89,-1.37329816339745
"1743",0.55,0.76,1.40299816339745
"1744",2.05,0.87,2.97229816339745
"1745",0.84,-0.15,-1.50289816339745
"1746",2.29,0.64,3.09499816339745
"1747",0.31,0.11,1.24749816339745
"1748",-0.67,0.29,0.257175956598554
"1749",1.97,-0.66,-2.72979816339745
"1750",-0.61,0.3,0.260855002299601
"1751",2.36,0.77,3.21829816339745
"1752",2.65,0.61,3.44749816339745
"1753",0.18,0.68,0.997798163397448
"1754",-0.18,-0.61,-0.623431931578377
"1755",1.25,-0.81,-1.93929816339745
"1756",2.45,0.14,3.36499816339745
"1757",0.77,-0.5,-1.55539816339745
"1758",2.37,0.71,3.19949816339745
"1759",-0.61,-0.17,-0.118141687296852
"1760",-0.22,-0.79,-0.547159340860247
"1761",-0.5,0.38,0.341322485981671
"1762",1.72,0.19,2.60149816339745
"1763",2.9,-0.67,-3.65649816339745
"1764",-0.39,0.29,0.319888837634172
"1765",3.27,0.39,4.06749816339745
"1766",2.01,-0.79,-2.71129816339745
"1767",3.21,-0.18,-3.89299816339745
"1768",2.08,-0.41,-2.85729816339745
"1769",1.41,-0.59,-2.18729816339745
"1770",0.08,-0.5,-0.865398163397448
"1771",0.41,-0.51,-1.19529816339745
"1772",-0.13,-0.01,0.098230006261058
"1773",-0.01,0.33,0.799099803053677
"1774",2.79,0.18,3.67779816339745
"1775",3.21,0.17,4.10429816339745
"1776",3.05,0.42,3.84179816339745
"1777",1.55,0.2,2.42539816339745
"1778",2.85,0.26,3.69299816339745
"1779",2.74,0.66,3.55099816339745
"1780",1.79,0.32,2.60779816339745
"1781",1.68,-0.24,-2.39779816339745
"1782",0.3,-0.55,-1.08289816339745
"1783",0.87,-0.45,-1.65289816339745
"1784",2.01,0.1,2.95539816339745
"1785",3.21,-0.3,-3.95539816339745
"1786",1,0.38,1.79979816339745
"1787",2.84,-0.41,-3.61729816339745
"1788",3.22,0.7,4.04539816339745
"1789",2.81,-0.13,-3.45849816339745
"1790",0.32,-0.76,-1.03779816339745
"1791",0.75,0.36,1.55499816339745
"1792",-0.71,-0.42,-0.161515526398306
"1793",0.41,0.48,1.19579816339745
"1794",0.52,-0.34,-1.27979816339745
"1795",1.44,0.89,2.37749816339745
"1796",0.09,-0.45,-0.872898163397448
"1797",0.12,0.26,0.962998163397448
"1798",0,0.68,0.817798163397448
"1799",-0.22,-0.74,-0.566920821025916
"1800",-0.46,-0.42,-0.354883902083833
"1801",0.45,0.26,1.29299816339745
"1802",-0.6,-0.14,-0.101132838668472
"1803",-0.05,0.72,0.799897573522699
"1804",-0.11,-0.33,-0.601373428817649
"1805",2.31,0.54,3.09699816339745
"1806",2.61,0.59,3.40349816339745
"1807",2.99,0.39,3.78749816339745
"1808",3.24,0.26,4.08299816339745
"1809",0.43,0.58,1.22179816339745
"1810",2.21,0.72,3.04379816339745
"1811",3.25,0.4,4.04539816339745
"1812",1.51,-0.29,-2.25129816339745
"1813",2.66,0.72,3.49379816339745
"1814",3.08,0.18,3.96779816339745
"1815",1.11,-0.11,-1.74329816339745
"1816",-0.23,-0.52,-0.572473613834832
"1817",1.63,0.47,2.41629816339745
"1818",0.3,-0.84,-0.969798163397448
"1819",1.55,0.46,2.33699816339745
"1820",1.46,0.64,2.26499816339745
"1821",2.5,0.28,3.33379816339745
"1822",-0.1,-0.85,-0.600205929545201
"1823",2.43,-0.61,-3.20329816339745
"1824",0.11,-0.81,-0.799298163397448
"1825",0.39,-0.25,-1.11289816339745
"1826",1.95,0.8,2.82539816339745
"1827",1.87,0.58,2.66179816339745
"1828",2.2,-0.9,-2.82539816339745
"1829",2.43,-0.32,-3.18299816339745
"1830",0.27,0.56,1.05899816339745
"1831",-0.34,0.55,0.530050975880861
"1832",1.82,-0.2,-2.51539816339745
"1833",2.69,-0.89,-3.32329816339745
"1834",1.14,0.71,1.96949816339745
"1835",-0.03,0.38,0.760123811851958
"1836",-0.36,0.58,0.541009369129636
"1837",0.99,-0.6,-1.76539816339745
"1838",2.48,0.48,3.26579816339745
"1839",2.66,0.5,3.44539816339745
"1840",1.84,-0.55,-2.62289816339745
"1841",0.19,0.88,1.11979816339745
"1842",2.4,-0.13,-3.04849816339745
"1843",0.74,-0.26,-1.46779816339745
"1844",2.69,0.1,3.63539816339745
"1845",0.64,0.66,1.45099816339745
"1846",1.04,-0.35,-1.80289816339745
"1847",-0.33,0.56,0.541646114246523
"1848",2.34,-0.16,-3.00979816339745
"1849",2.93,0.46,3.71699816339745
"1850",1.86,0.33,2.67429816339745
"1851",0.09,-0.34,-0.849798163397448
"1852",0.74,0.76,1.59299816339745
"1853",-0.1,-0.16,-0.409178128366799
"1854",0.99,-0.8,-1.68539816339745
"1855",2.8,-0.25,-3.52289816339745
"1856",-0.73,0.07,0.102250574639956
"1857",1.85,-0.49,-2.63529816339745
"1858",3.01,0.79,3.87949816339745
"1859",-0.61,-0.62,-0.260034117351277
"1860",0.88,0.76,1.73299816339745
"1861",2.27,0.26,3.11299816339745
"1862",2.86,0.59,3.65349816339745
"1863",1.7,0.74,2.54299816339745
"1864",1.7,0.5,2.48539816339745
"1865",1.39,0.52,2.17579816339745
"1866",0.72,0.49,1.50549816339745
"1867",2.54,0.29,3.36949816339745
"1868",1.08,-0.58,-1.85899816339745
"1869",2.09,-0.74,-2.81779816339745
"1870",0,-0.71,-0.741298163397448
"1871",-0.05,0.78,0.832689753293511
"1872",0.64,-0.3,-1.38539816339745
"1873",2.95,0.78,3.81379816339745
"1874",1.21,0.78,2.07379816339745
"1875",1.96,-0.85,-2.62289816339745
"1876",0.88,-0.26,-1.60779816339745
"1877",2.98,0.88,3.90979816339745
"1878",2.9,-0.48,-3.68499816339745
"1879",0,0.34,0.810998163397448
"1880",1.14,-0.46,-1.92379816339745
"1881",3.07,0.54,3.85699816339745
"1882",2.95,-0.29,-3.69129816339745
"1883",2.39,0.49,3.17549816339745
"1884",2.99,-0.13,-3.63849816339745
"1885",-0.14,0.51,0.652276239298684
"1886",3.24,0.57,4.03029816339745
"1887",-0.5,0.01,0.00999867698457577
"1888",0.02,-0.17,-0.696498163397448
"1889",0.09,-0.89,-0.723298163397448
"1890",2.74,-0.66,-3.49979816339745
"1891",2.45,-0.41,-3.22729816339745
"1892",1.54,0.55,2.32789816339745
"1893",-0.06,-0.34,-0.67411559392597
"1894",1.81,-0.89,-2.44329816339745
"1895",2.74,0.43,3.53029816339745
"1896",2.67,-0.43,-3.45049816339745
"1897",2.18,0.88,3.10979816339745
"1898",1.47,-0.36,-2.23579816339745
"1899",2.32,-0.88,-2.96099816339745
"1900",2.16,-0.66,-2.91979816339745
"1901",-0.04,0.76,0.82725472897436
"1902",-0.26,0.41,0.503033999636535
"1903",0.42,-0.86,-1.07579816339745
"1904",-0.46,-0.03,-0.0310398045318373
"1905",2.81,-0.58,-3.58899816339745
"1906",2.08,0.24,2.93299816339745
"1907",1.09,-0.5,-1.87539816339745
"1908",-0.76,-0.19,-0.0421794004307876
"1909",-0.18,0.65,0.680758814385056
"1910",1.29,0.51,2.07549816339745
"1911",1.54,0.53,2.32629816339745
"1912",0.55,-0.74,-1.27779816339745
"1913",1.57,0.11,2.50749816339745
"1914",-0.36,0.49,0.480252054820165
"1915",0.16,-0.37,-0.928498163397448
"1916",0.98,0.11,1.91749816339745
"1917",2.18,-0.75,-2.90289816339745
"1918",0.03,0.11,0.967498163397448
"1919",0.08,-0.71,-0.821298163397448
"1920",-0.19,0.04,0.197283234828125
"1921",0.93,-0.77,-1.64249816339745
"1922",2.57,-0.52,-3.35499816339745
"1923",3.3,-0.35,-4.06289816339745
"1924",2.23,0.52,3.01579816339745
"1925",-0.29,-0.78,-0.497085143168118
"1926",1.5,-0.82,-2.18299816339745
"1927",2.75,0.53,3.53629816339745
"1928",1.3,0.29,2.12949816339745
"1929",-0.34,-0.37,-0.41380706381127
"1930",0.68,-0.65,-1.44289816339745
"1931",0.86,-0.77,-1.57249816339745
"1932",0.66,0.81,1.54149816339745
"1933",2.31,-0.51,-3.09529816339745
"1934",0.3,0.17,1.19429816339745
"1935",-0.46,-0.25,-0.248356770816838
"1936",1.6,-0.54,-2.38379816339745
"1937",-0.44,-0.78,-0.372139688125598
"1938",0.45,-0.22,-1.15699816339745
"1939",-0.07,-0.53,-0.718543100090851
"1940",1.69,-0.22,-2.39699816339745
"1941",0.78,0.52,1.56579816339745
"1942",1.87,0.84,2.77099816339745
"1943",-0.69,0.09,0.103206458293364
"1944",-0.17,0,0.1089
"1945",2.18,-0.3,-2.92539816339745
"1946",0.93,0.39,1.72749816339745
"1947",3.15,-0.43,-3.93049816339745
"1948",-0.8,0.01,0.0962871769508964
"1949",-0.6,-0.63,-0.267991786285083
"1950",-0.17,-0.45,-0.604436824482835
"1951",0.79,-0.68,-1.54299816339745
"1952",3.22,-0.74,-3.94779816339745
"1953",1.75,0.22,2.61379816339745
"1954",1.78,-0.69,-2.52929816339745
"1955",2.56,-0.17,-3.23649816339745
"1956",0.81,-0.4,-1.58539816339745
"1957",0.73,-0.44,-1.51179816339745
"1958",0,-0.51,-0.785298163397448
"1959",0.15,0.79,1.01949816339745
"1960",-0.79,-0.3,-0.0624072630387862
"1961",1.52,-0.22,-2.22699816339745
"1962",1.87,-0.65,-2.63289816339745
"1963",1.51,-0.19,-2.19929816339745
"1964",-0.47,0,0.000900000000000002
"1965",3.25,-0.75,-3.97289816339745
"1966",1.73,-0.53,-2.51449816339745
"1967",-0.52,0.16,0.151190645443672
"1968",2.06,0.69,2.88149816339745
"1969",0.95,-0.55,-1.73289816339745
"1970",2.58,0.65,3.38789816339745
"1971",2.33,-0.55,-3.11289816339745
"1972",3.3,-0.43,-4.08049816339745
"1973",-0.81,-0.08,0.0493358905886982
"1974",2.4,0.59,3.19349816339745
"1975",0.02,-0.37,-0.788498163397448
"1976",-0.59,0.03,0.0336396325194336
"1977",0.5,-0.39,-1.27329816339745
"1978",1.01,-0.84,-1.67979816339745
"1979",1.74,-0.26,-2.46779816339745
"1980",0.83,-0.35,-1.59289816339745
"1981",2.62,0.23,3.47829816339745
"1982",0.28,-0.78,-0.986998163397448
"1983",-0.12,0.16,0.553647609000806
"1984",2.3,0.43,3.09029816339745
"1985",2.79,0.68,3.60779816339745
"1986",-0.19,0.13,0.37280781803645
"1987",2.52,-0.65,-3.28289816339745
"1988",0.79,-0.2,-1.48539816339745
"1989",2.34,0.88,3.26979816339745
"1990",-0.66,0.44,0.379980021171706
"1991",1.32,-0.61,-2.09329816339745
"1992",2.06,0.4,2.85539816339745
"1993",-0.68,-0.52,-0.199660697911695
"1994",2.78,-0.74,-3.50779816339745
"1995",1.48,-0.79,-2.18129816339745
"1996",2.3,0.5,3.08539816339745
"1997",1.8,-0.74,-2.52779816339745
"1998",2.56,0.28,3.39379816339745
"1999",2.78,-0.37,-3.54849816339745
"2000",2.45,0.36,3.25499816339745
"2001",-0.84,-0.03,0.098114900093024
"2002",1.31,0.44,2.09899816339745
"2003",1.83,-0.2,-2.52539816339745
"2004",1.12,0.17,2.01429816339745
"2005",0.12,0.85,1.02789816339745
"2006",0.78,-0.35,-1.54289816339745
"2007",1.04,-0.45,-1.82289816339745
"2008",2.57,0.79,3.43949816339745
"2009",-0.44,-0.37,-0.343987588933027
"2010",2.37,0.47,3.15629816339745
"2011",2.04,-0.4,-2.81539816339745
"2012",-0.78,0.19,0.21116064683603
"2013",2.05,-0.73,-2.78249816339745
"2014",2.27,0.8,3.14539816339745
"2015",-0.18,0.36,0.563082122947083
"2016",3.35,-0.48,-4.13499816339745
"2017",2.01,0.21,2.87949816339745
"2018",2.61,-0.46,-3.39379816339745
"2019",0.7,0.22,1.56379816339745
"2020",3.17,-0.19,-3.85929816339745
"2021",1.42,-0.79,-2.12129816339745
"2022",2.51,-0.25,-3.23289816339745
"2023",2.43,0.65,3.23789816339745
"2024",-0.45,-0.3,-0.292333993093382
"2025",0.97,-0.1,-1.59539816339745
"2026",2.38,0.38,3.17979816339745
"2027",0.65,0.29,1.47949816339745
"2028",1.33,-0.12,-1.97099816339745
"2029",0.29,-0.34,-1.04979816339745
"2030",0.66,0.74,1.50299816339745
